participant_id,level,sub,attempt_idx,success,failures_used,a,b,c,theta
P2,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.847899026528058
P2,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.847899026528058
P2,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.847899026528058
P2,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.847899026528058
P2,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.847899026528058
P2,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.847899026528058
P2,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.847899026528058
P2,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.847899026528058
P2,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.847899026528058
P2,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.847899026528058
P2,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.847899026528058
P2,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.847899026528058
P2,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.847899026528058
P2,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.847899026528058
P2,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.847899026528058
P2,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.847899026528058
P2,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.847899026528058
P2,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.847899026528058
P2,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.847899026528058
P2,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.847899026528058
P2,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.847899026528058
P2,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.847899026528058
P2,8,3,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.847899026528058
P2,9,1,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.847899026528058
P2,9,2,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.847899026528058
P2,9,3,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.847899026528058
P2,10,1,1,1,0,3.07268699153996,0.0688790090424727,0.0,0.847899026528058
P2,10,2,1,1,0,3.07268699153996,0.0688790090424727,0.0,0.847899026528058
P2,10,3,1,1,0,3.07268699153996,0.0688790090424727,0.0,0.847899026528058
P2,11,1,1,0,0,2.8778338954287,0.469069252198673,0.0,0.847899026528058
P2,11,1,2,0,1,2.8778338954287,0.469069252198673,0.0,0.847899026528058
P2,11,1,3,1,2,2.8778338954287,0.469069252198673,0.0,0.847899026528058
P2,11,2,1,1,2,2.8778338954287,0.469069252198673,0.0,0.847899026528058
P2,11,3,1,1,2,2.8778338954287,0.469069252198673,0.0,0.847899026528058
P2,12,1,1,0,2,1.85023453011675,0.439027781732682,0.0,0.847899026528058
P2,12,1,2,1,3,1.85023453011675,0.439027781732682,0.0,0.847899026528058
P2,12,2,1,0,3,1.85023453011675,0.439027781732682,0.0,0.847899026528058
P2,12,2,2,1,4,1.85023453011675,0.439027781732682,0.0,0.847899026528058
P2,12,3,1,1,4,1.85023453011675,0.439027781732682,0.0,0.847899026528058
P2,13,1,1,1,4,2.8676993930155,0.612395677266052,0.0,0.847899026528058
P2,13,2,1,1,4,2.8676993930155,0.612395677266052,0.0,0.847899026528058
P2,13,3,1,0,4,2.8676993930155,0.612395677266052,0.0,0.847899026528058
P3,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.09963646451181
P3,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.09963646451181
P3,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.09963646451181
P3,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.09963646451181
P3,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.09963646451181
P3,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.09963646451181
P3,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.09963646451181
P3,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.09963646451181
P3,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.09963646451181
P3,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.09963646451181
P3,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.09963646451181
P3,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.09963646451181
P3,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.09963646451181
P3,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.09963646451181
P3,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.09963646451181
P3,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.09963646451181
P3,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.09963646451181
P3,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.09963646451181
P3,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.09963646451181
P3,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.09963646451181
P3,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.09963646451181
P3,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.09963646451181
P3,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.09963646451181
P3,8,3,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.09963646451181
P3,9,1,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.09963646451181
P3,9,2,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.09963646451181
P3,9,3,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.09963646451181
P3,10,1,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.09963646451181
P3,10,2,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.09963646451181
P3,10,3,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.09963646451181
P3,11,1,1,1,0,2.8778338954287,0.469069252198673,0.0,1.09963646451181
P3,11,2,1,1,0,2.8778338954287,0.469069252198673,0.0,1.09963646451181
P3,11,3,1,1,0,2.8778338954287,0.469069252198673,0.0,1.09963646451181
P3,12,1,1,1,0,1.85023453011675,0.439027781732682,0.0,1.09963646451181
P3,12,2,1,1,0,1.85023453011675,0.439027781732682,0.0,1.09963646451181
P3,12,3,1,1,0,1.85023453011675,0.439027781732682,0.0,1.09963646451181
P3,13,1,1,1,0,2.8676993930155,0.612395677266052,0.0,1.09963646451181
P3,13,2,1,1,0,2.8676993930155,0.612395677266052,0.0,1.09963646451181
P3,13,3,1,1,0,2.8676993930155,0.612395677266052,0.0,1.09963646451181
P3,14,1,1,1,0,2.24366192338983,0.386217647199829,0.0,1.09963646451181
P3,14,2,1,1,0,2.24366192338983,0.386217647199829,0.0,1.09963646451181
P3,14,3,1,0,0,2.24366192338983,0.386217647199829,0.0,1.09963646451181
P3,14,3,2,1,1,2.24366192338983,0.386217647199829,0.0,1.09963646451181
P3,15,1,1,1,1,1.95478853968378,0.0246085668738279,0.0,1.09963646451181
P3,15,2,1,1,1,1.95478853968378,0.0246085668738279,0.0,1.09963646451181
P3,15,3,1,0,1,1.95478853968378,0.0246085668738279,0.0,1.09963646451181
P3,15,3,2,1,2,1.95478853968378,0.0246085668738279,0.0,1.09963646451181
P3,16,1,1,0,2,2.28346220377164,0.822695160027271,0.0,1.09963646451181
P3,16,1,2,1,3,2.28346220377164,0.822695160027271,0.0,1.09963646451181
P3,16,2,1,1,3,2.28346220377164,0.822695160027271,0.0,1.09963646451181
P3,16,3,1,1,3,2.28346220377164,0.822695160027271,0.0,1.09963646451181
P3,17,1,1,1,3,3.50771629774426,0.985915684536229,0.0,1.09963646451181
P3,17,2,1,0,3,3.50771629774426,0.985915684536229,0.0,1.09963646451181
P3,17,2,2,1,4,3.50771629774426,0.985915684536229,0.0,1.09963646451181
P3,17,3,1,1,4,3.50771629774426,0.985915684536229,0.0,1.09963646451181
P3,18,1,1,0,4,3.03216134850091,1.29048937829923,0.0,1.09963646451181
P4,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.500215627805787
P4,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.500215627805787
P4,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.500215627805787
P4,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.500215627805787
P4,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.500215627805787
P4,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.500215627805787
P4,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.500215627805787
P4,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.500215627805787
P4,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.500215627805787
P4,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.500215627805787
P4,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.500215627805787
P4,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.500215627805787
P4,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.500215627805787
P4,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.500215627805787
P4,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.500215627805787
P4,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.500215627805787
P4,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.500215627805787
P4,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.500215627805787
P4,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.500215627805787
P4,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.500215627805787
P4,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.500215627805787
P4,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.500215627805787
P4,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.500215627805787
P4,8,3,1,0,0,2.83974491578694,-0.695732139736016,0.0,0.500215627805787
P4,8,3,2,1,1,2.83974491578694,-0.695732139736016,0.0,0.500215627805787
P4,9,1,1,1,1,2.81370429197531,-0.571760959684828,0.0,0.500215627805787
P4,9,2,1,1,1,2.81370429197531,-0.571760959684828,0.0,0.500215627805787
P4,9,3,1,1,1,2.81370429197531,-0.571760959684828,0.0,0.500215627805787
P4,10,1,1,1,1,3.07268699153996,0.0688790090424727,0.0,0.500215627805787
P4,10,2,1,0,1,3.07268699153996,0.0688790090424727,0.0,0.500215627805787
P4,10,2,2,1,2,3.07268699153996,0.0688790090424727,0.0,0.500215627805787
P4,10,3,1,1,2,3.07268699153996,0.0688790090424727,0.0,0.500215627805787
P4,11,1,1,0,2,2.8778338954287,0.469069252198673,0.0,0.500215627805787
P4,11,1,2,0,3,2.8778338954287,0.469069252198673,0.0,0.500215627805787
P4,11,1,3,1,4,2.8778338954287,0.469069252198673,0.0,0.500215627805787
P4,11,2,1,1,4,2.8778338954287,0.469069252198673,0.0,0.500215627805787
P4,11,3,1,1,4,2.8778338954287,0.469069252198673,0.0,0.500215627805787
P4,12,1,1,1,4,1.85023453011675,0.439027781732682,0.0,0.500215627805787
P4,12,2,1,1,4,1.85023453011675,0.439027781732682,0.0,0.500215627805787
P4,12,3,1,1,4,1.85023453011675,0.439027781732682,0.0,0.500215627805787
P4,13,1,1,1,4,2.8676993930155,0.612395677266052,0.0,0.500215627805787
P4,13,2,1,1,4,2.8676993930155,0.612395677266052,0.0,0.500215627805787
P4,13,3,1,0,4,2.8676993930155,0.612395677266052,0.0,0.500215627805787
P5,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.0806223068048015
P5,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.0806223068048015
P5,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.0806223068048015
P5,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.0806223068048015
P5,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.0806223068048015
P5,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.0806223068048015
P5,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.0806223068048015
P5,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.0806223068048015
P5,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.0806223068048015
P5,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.0806223068048015
P5,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.0806223068048015
P5,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.0806223068048015
P5,5,1,1,0,0,2.10984433229192,-1.2208666336445,0.0,-0.0806223068048015
P5,5,1,2,1,1,2.10984433229192,-1.2208666336445,0.0,-0.0806223068048015
P5,5,2,1,1,1,2.10984433229192,-1.2208666336445,0.0,-0.0806223068048015
P5,5,3,1,1,1,2.10984433229192,-1.2208666336445,0.0,-0.0806223068048015
P5,6,1,1,1,1,2.57547722404081,-1.06660843663883,0.0,-0.0806223068048015
P5,6,2,1,1,1,2.57547722404081,-1.06660843663883,0.0,-0.0806223068048015
P5,6,3,1,1,1,2.57547722404081,-1.06660843663883,0.0,-0.0806223068048015
P5,7,1,1,1,1,2.49705209633582,-0.810631129810022,0.0,-0.0806223068048015
P5,7,2,1,1,1,2.49705209633582,-0.810631129810022,0.0,-0.0806223068048015
P5,7,3,1,1,1,2.49705209633582,-0.810631129810022,0.0,-0.0806223068048015
P5,8,1,1,1,1,2.83974491578694,-0.695732139736016,0.0,-0.0806223068048015
P5,8,2,1,0,1,2.83974491578694,-0.695732139736016,0.0,-0.0806223068048015
P5,8,2,2,0,2,2.83974491578694,-0.695732139736016,0.0,-0.0806223068048015
P5,8,2,3,1,3,2.83974491578694,-0.695732139736016,0.0,-0.0806223068048015
P5,8,3,1,0,3,2.83974491578694,-0.695732139736016,0.0,-0.0806223068048015
P5,8,3,2,1,4,2.83974491578694,-0.695732139736016,0.0,-0.0806223068048015
P5,9,1,1,1,4,2.81370429197531,-0.571760959684828,0.0,-0.0806223068048015
P5,9,2,1,1,4,2.81370429197531,-0.571760959684828,0.0,-0.0806223068048015
P5,9,3,1,1,4,2.81370429197531,-0.571760959684828,0.0,-0.0806223068048015
P5,10,1,1,0,4,3.07268699153996,0.0688790090424727,0.0,-0.0806223068048015
P6,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.538419672779251
P6,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.538419672779251
P6,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,0.538419672779251
P6,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.538419672779251
P6,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.538419672779251
P6,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,0.538419672779251
P6,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.538419672779251
P6,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.538419672779251
P6,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,0.538419672779251
P6,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.538419672779251
P6,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.538419672779251
P6,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,0.538419672779251
P6,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.538419672779251
P6,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.538419672779251
P6,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,0.538419672779251
P6,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.538419672779251
P6,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.538419672779251
P6,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,0.538419672779251
P6,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.538419672779251
P6,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.538419672779251
P6,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,0.538419672779251
P6,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.538419672779251
P6,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.538419672779251
P6,8,3,1,1,0,2.83974491578694,-0.695732139736016,0.0,0.538419672779251
P6,9,1,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.538419672779251
P6,9,2,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.538419672779251
P6,9,3,1,1,0,2.81370429197531,-0.571760959684828,0.0,0.538419672779251
P6,10,1,1,1,0,3.07268699153996,0.0688790090424727,0.0,0.538419672779251
P6,10,2,1,1,0,3.07268699153996,0.0688790090424727,0.0,0.538419672779251
P6,10,3,1,0,0,3.07268699153996,0.0688790090424727,0.0,0.538419672779251
P6,10,3,2,1,1,3.07268699153996,0.0688790090424727,0.0,0.538419672779251
P6,11,1,1,1,1,2.8778338954287,0.469069252198673,0.0,0.538419672779251
P6,11,2,1,1,1,2.8778338954287,0.469069252198673,0.0,0.538419672779251
P6,11,3,1,1,1,2.8778338954287,0.469069252198673,0.0,0.538419672779251
P6,12,1,1,1,1,1.85023453011675,0.439027781732682,0.0,0.538419672779251
P6,12,2,1,0,1,1.85023453011675,0.439027781732682,0.0,0.538419672779251
P6,12,2,2,0,2,1.85023453011675,0.439027781732682,0.0,0.538419672779251
P6,12,2,3,1,3,1.85023453011675,0.439027781732682,0.0,0.538419672779251
P6,12,3,1,0,3,1.85023453011675,0.439027781732682,0.0,0.538419672779251
P6,12,3,2,0,4,1.85023453011675,0.439027781732682,0.0,0.538419672779251
P7,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.656792590115419
P7,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.656792590115419
P7,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,-0.656792590115419
P7,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.656792590115419
P7,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.656792590115419
P7,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,-0.656792590115419
P7,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.656792590115419
P7,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.656792590115419
P7,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,-0.656792590115419
P7,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.656792590115419
P7,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.656792590115419
P7,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,-0.656792590115419
P7,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,-0.656792590115419
P7,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,-0.656792590115419
P7,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,-0.656792590115419
P7,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,-0.656792590115419
P7,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,-0.656792590115419
P7,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,-0.656792590115419
P7,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,-0.656792590115419
P7,7,2,1,0,0,2.49705209633582,-0.810631129810022,0.0,-0.656792590115419
P7,7,2,2,1,1,2.49705209633582,-0.810631129810022,0.0,-0.656792590115419
P7,7,3,1,1,1,2.49705209633582,-0.810631129810022,0.0,-0.656792590115419
P7,8,1,1,0,1,2.83974491578694,-0.695732139736016,0.0,-0.656792590115419
P7,8,1,2,1,2,2.83974491578694,-0.695732139736016,0.0,-0.656792590115419
P7,8,2,1,1,2,2.83974491578694,-0.695732139736016,0.0,-0.656792590115419
P7,8,3,1,1,2,2.83974491578694,-0.695732139736016,0.0,-0.656792590115419
P7,9,1,1,1,2,2.81370429197531,-0.571760959684828,0.0,-0.656792590115419
P7,9,2,1,1,2,2.81370429197531,-0.571760959684828,0.0,-0.656792590115419
P7,9,3,1,0,2,2.81370429197531,-0.571760959684828,0.0,-0.656792590115419
P7,9,3,2,1,3,2.81370429197531,-0.571760959684828,0.0,-0.656792590115419
P7,10,1,1,0,3,3.07268699153996,0.0688790090424727,0.0,-0.656792590115419
P7,10,1,2,0,4,3.07268699153996,0.0688790090424727,0.0,-0.656792590115419
P8,1,1,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.20465195617403
P8,1,2,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.20465195617403
P8,1,3,1,1,0,2.53575463119548,-2.54373967878776,0.0,1.20465195617403
P8,2,1,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.20465195617403
P8,2,2,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.20465195617403
P8,2,3,1,1,0,3.74584367045735,-2.54186778047907,0.0,1.20465195617403
P8,3,1,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.20465195617403
P8,3,2,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.20465195617403
P8,3,3,1,1,0,1.62286811835918,-2.51939703992102,0.0,1.20465195617403
P8,4,1,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.20465195617403
P8,4,2,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.20465195617403
P8,4,3,1,1,0,1.8657258177397,-1.80481972884625,0.0,1.20465195617403
P8,5,1,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.20465195617403
P8,5,2,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.20465195617403
P8,5,3,1,1,0,2.10984433229192,-1.2208666336445,0.0,1.20465195617403
P8,6,1,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.20465195617403
P8,6,2,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.20465195617403
P8,6,3,1,1,0,2.57547722404081,-1.06660843663883,0.0,1.20465195617403
P8,7,1,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.20465195617403
P8,7,2,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.20465195617403
P8,7,3,1,1,0,2.49705209633582,-0.810631129810022,0.0,1.20465195617403
P8,8,1,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.20465195617403
P8,8,2,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.20465195617403
P8,8,3,1,1,0,2.83974491578694,-0.695732139736016,0.0,1.20465195617403
P8,9,1,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.20465195617403
P8,9,2,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.20465195617403
P8,9,3,1,1,0,2.81370429197531,-0.571760959684828,0.0,1.20465195617403
P8,10,1,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.20465195617403
P8,10,2,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.20465195617403
P8,10,3,1,1,0,3.07268699153996,0.0688790090424727,0.0,1.20465195617403
P8,11,1,1,0,0,2.8778338954287,0.469069252198673,0.0,1.20465195617403
P8,11,1,2,1,1,2.8778338954287,0.469069252198673,0.0,1.20465195617403
P8,11,2,1,1,1,2.8778338954287,0.469069252198673,0.0,1.20465195617403
P8,11,3,1,1,1,2.8778338954287,0.469069252198673,0.0,1.20465195617403
