AccountId,AssessmentId,AssessmentVersionId,Score,Percentile,Level,FailedLevels,CreationDate
704464,20,114,51,0,18,"12:1:10,12:2:11,19:1:18,20:1:18,20:2:19",2025-11-06 11:25:49
704643,20,114,26,0,10,"10:1:8,10:2:9,12:1:10,12:2:10,12:3:11",2025-11-06 11:16:10
703992,20,114,23,0,9,"10:1:8,10:2:8,10:3:9,11:1:9,11:2:9",2025-11-06 11:06:01
703894,20,114,23,0,9,"6:1:5,10:1:8,10:2:9,11:1:9,11:2:9",2025-11-06 11:03:35
703967,20,114,32,0,12,"12:1:11,13:1:11,13:2:12,14:1:13,14:2:13",2025-11-06 10:34:04
703929,20,114,13,0,7,"5:1:4,6:1:4,6:2:5,7:1:6,9:1:7",2025-11-06 10:27:14
703577,20,114,78,0,28,"28:1:27,29:1:27,29:2:28,29:3:28,30:1:28",2025-11-06 08:12:31
704605,20,114,45,0,17,"11:1:9,13:1:11,15:1:14,17:1:16,19:1:17",2025-11-06 08:04:47
704542,20,114,7,0,4,"4:1:3,5:1:3,5:2:4,6:1:4,6:2:4",2025-11-06 07:33:09
704596,20,114,23,0,10,"10:1:8,10:2:8,10:3:9,11:1:9,12:1:10",2025-11-06 06:51:18
426578,20,114,10,0,5,"5:1:3,6:1:4,6:2:4,6:3:5,7:1:5",2025-11-06 06:10:16
703700,20,114,26,0,11,"9:1:8,11:1:9,12:1:10,12:2:11,13:1:11",2025-11-06 06:01:04
704570,20,114,30,0,11,"6:1:5,11:1:9,11:2:10,12:1:11,13:1:12",2025-11-06 06:00:27
704591,20,114,13,0,6,"6:1:5,7:1:5,7:2:6,8:1:6,8:2:6",2025-11-06 05:54:11
704587,20,114,20,0,8,"8:1:6,8:2:7,9:1:7,9:2:8,10:1:8",2025-11-06 05:52:18
704586,20,114,61,0,22,"20:1:18,21:1:19,23:1:21,23:2:22,24:1:23",2025-11-06 05:52:00
704592,20,114,31,0,12,"11:1:9,12:1:10,12:2:10,12:3:11,14:1:12",2025-11-06 05:46:57
176775,20,114,46,0,17,"17:1:16,17:2:16,18:1:16,18:2:17,19:1:17",2025-11-06 05:33:09
704464,20,114,45,0,17,"16:1:15,17:1:16,18:1:16,18:2:17,19:1:17",2025-11-06 05:32:21
704562,20,114,29,0,11,"12:1:10,12:2:10,13:1:11,13:2:11,13:3:12",2025-11-06 05:20:47
610490,20,114,53,0,19,"19:1:18,20:1:18,20:2:19,20:3:19,21:1:19",2025-11-06 05:19:11
704576,20,114,51,0,18,"14:1:12,18:1:16,20:1:18,20:2:19,20:3:19",2025-11-06 05:16:49
704574,20,114,49,0,18,"12:1:11,13:1:12,15:1:13,15:2:14,20:1:18",2025-11-06 05:06:41
703604,20,114,26,0,10,"6:1:5,12:1:10,12:2:10,12:3:11,12:4:11",2025-11-06 04:58:23
618715,20,114,29,0,10,"7:1:5,11:1:9,12:1:10,12:2:10,12:3:11",2025-11-06 04:52:16
672484,20,114,32,0,12,"12:1:11,12:2:11,13:1:12,13:2:12,14:1:12",2025-11-06 04:44:01
704573,20,114,69,0,25,"9:1:8,13:1:12,13:2:12,17:1:16,27:1:25",2025-11-06 04:41:09
703660,20,114,53,0,19,"9:1:7,12:1:10,20:1:19,20:2:19,21:1:19",2025-11-06 04:40:09
704564,20,114,39,0,14,"12:1:11,13:1:12,14:1:12,16:1:15,16:2:15",2025-11-06 04:39:46
704580,20,114,18,0,7,"8:1:6,8:2:6,9:1:7,9:2:7,9:3:8",2025-11-06 04:34:20
704578,20,114,42,0,16,"12:1:11,13:1:11,14:1:13,15:1:14,18:1:16",2025-11-06 04:33:00
699049,20,114,55,0,19,"17:1:16,18:1:16,20:1:18,21:1:19,21:2:20",2025-11-06 04:24:32
379264,20,114,51,0,18,"18:1:17,18:2:17,19:1:17,19:2:18,20:1:18",2025-11-06 04:22:12
704460,20,114,28,0,11,"11:1:10,12:1:10,12:2:11,13:1:11,13:2:12",2025-11-06 04:10:20
704575,20,114,49,0,18,"12:1:10,12:2:11,17:1:16,19:1:17,20:1:18",2025-11-06 04:00:27
703783,20,114,54,0,19,"17:1:16,18:1:17,19:1:18,19:2:18,21:1:20",2025-11-06 03:57:39
703660,20,114,47,0,17,"14:1:13,17:1:15,17:2:16,18:1:17,19:1:18",2025-11-06 03:56:03
510328,20,114,43,0,15,"13:1:11,15:1:14,16:1:14,16:2:15,17:1:16",2025-11-06 03:50:09
704543,20,114,57,0,20,"20:1:18,20:2:19,21:1:19,21:2:20,22:1:21",2025-11-06 03:45:01
666302,20,114,24,0,10,"9:1:7,9:2:8,10:1:8,11:1:10,12:1:10",2025-11-06 03:34:09
562400,20,114,47,0,17,"14:1:13,18:1:16,18:2:17,18:3:17,19:1:17",2025-11-06 03:27:23
704544,20,114,63,0,23,"20:1:19,20:2:19,21:1:19,23:1:21,25:1:23",2025-11-06 03:04:44
233091,20,114,44,0,16,"14:1:12,14:2:13,14:3:13,17:1:16,18:1:17",2025-11-06 02:57:18
704545,20,114,28,0,10,"11:1:9,12:1:10,12:2:10,12:3:11,12:4:11",2025-11-06 02:56:51
704558,20,114,30,0,12,"11:1:9,11:2:10,12:1:10,12:2:11,14:1:12",2025-11-06 02:54:55
455902,20,114,78,0,27,"16:1:14,27:1:26,27:2:26,28:1:27,29:1:27",2025-11-06 02:53:53
704541,20,114,54,0,19,"18:1:17,19:1:17,19:2:18,21:1:19,21:2:20",2025-11-06 02:53:25
456295,20,114,46,0,16,"12:1:10,14:1:13,15:1:14,17:1:16,18:1:17",2025-11-06 02:46:33
637182,20,114,47,0,17,"12:1:11,14:1:13,17:1:15,17:2:16,19:1:18",2025-11-06 02:40:15
704532,20,114,40,0,15,"4:1:2,4:2:3,14:1:12,17:1:15,17:2:16",2025-11-06 02:17:31
704546,20,114,22,0,8,"9:1:7,9:2:8,10:1:8,10:2:8,10:3:9",2025-11-06 02:04:47
475174,20,114,52,0,18,"12:1:11,13:1:12,14:1:12,20:1:19,20:2:19",2025-11-06 01:55:31
702649,20,114,7,0,4,"4:1:2,4:2:3,5:1:3,5:2:4,6:1:5",2025-11-06 01:47:11
704539,20,114,53,0,19,"20:1:19,20:2:19,21:1:19,21:2:20,21:3:20",2025-11-06 01:46:59
580248,20,114,26,0,9,"10:1:8,11:1:9,11:2:9,11:3:9,11:4:10",2025-11-06 01:42:13
703964,20,114,52,0,18,"13:1:11,17:1:16,18:1:16,19:1:17,20:1:19",2025-11-06 01:37:27
599119,20,114,29,0,11,"12:1:10,12:2:10,12:3:11,13:1:12,13:2:12",2025-11-06 01:34:14
704459,20,114,49,0,18,"8:1:6,18:1:16,18:2:17,20:1:18,20:2:19",2025-11-06 01:32:31
704524,20,114,44,0,16,"9:1:7,12:1:10,13:1:12,14:1:13,18:1:17",2025-11-06 01:32:23
704181,20,114,21,0,9,"7:1:5,7:2:5,7:3:6,8:1:6,11:1:9",2025-11-06 01:31:49
704536,20,114,14,0,6,"6:1:4,6:2:4,6:3:5,7:1:5,8:1:7",2025-11-06 01:21:21
704517,20,114,14,0,5,"5:1:4,6:1:4,6:2:4,6:3:5,7:1:6",2025-11-06 01:21:15
704529,20,114,24,0,10,"5:1:4,6:1:4,6:2:5,12:1:10,12:2:10",2025-11-06 01:20:31
684797,20,114,48,0,18,"15:1:14,17:1:16,19:1:17,19:2:18,20:1:18",2025-11-06 01:10:45
704171,20,114,33,0,13,"12:1:10,12:2:11,13:1:11,14:1:13,15:1:13",2025-11-06 01:07:48
704489,20,114,40,0,15,"13:1:12,14:1:12,15:1:14,17:1:15,17:2:16",2025-11-06 01:07:38
704533,20,114,28,0,10,"11:1:9,11:2:10,12:1:10,12:2:11,12:3:11",2025-11-06 01:05:26
704528,20,114,42,0,16,"13:1:11,13:2:12,14:1:13,15:1:13,18:1:16",2025-11-06 01:02:29
704506,20,114,12,0,6,"7:1:5,7:2:5,7:3:5,7:4:6,8:1:6",2025-11-06 01:01:28
704527,20,114,24,0,10,"8:1:6,8:2:7,11:1:9,11:2:10,12:1:10",2025-11-06 01:00:53
704468,20,114,63,0,23,"17:1:16,20:1:18,21:1:20,22:1:21,25:1:23",2025-11-06 00:52:22
681231,20,114,54,0,19,"14:1:13,17:1:15,19:1:18,20:1:19,21:1:20",2025-11-06 00:49:04
704519,20,114,57,0,20,"14:1:13,19:1:18,21:1:19,21:2:20,22:1:21",2025-11-06 00:45:21
453498,20,114,28,0,10,"11:1:10,12:1:10,12:2:10,12:3:11,12:4:11",2025-11-06 00:30:56
704513,20,114,75,0,27,"21:1:19,22:1:21,23:1:21,25:1:24,29:1:27",2025-11-06 00:28:09
704409,20,114,8,0,4,"4:1:3,5:1:3,6:1:4,6:2:4,6:3:5",2025-11-06 00:27:48
704526,20,114,26,0,10,"11:1:9,12:1:10,12:2:10,12:3:11,12:4:11",2025-11-06 00:23:14
704511,20,114,24,0,10,"10:1:9,11:1:9,11:2:9,12:1:10,12:2:10",2025-11-06 00:22:20
704504,20,114,41,0,15,"12:1:11,13:1:12,13:2:12,14:1:12,17:1:15",2025-11-06 00:20:49
687104,20,114,37,0,13,"12:1:10,12:2:10,14:1:12,15:1:13,15:2:14",2025-11-06 00:19:30
704521,20,114,32,0,12,"2:1:1,4:1:2,10:1:8,10:2:8,14:1:13",2025-11-06 00:17:33
703761,20,114,20,0,9,"6:1:5,7:1:6,10:1:8,10:2:8,11:1:9",2025-11-06 00:07:29
697914,20,114,77,0,26,"21:1:19,27:1:25,27:2:26,28:1:26,28:2:27",2025-11-06 00:04:58
704465,20,114,32,0,12,"12:1:11,13:1:11,14:1:12,14:2:13,14:3:13",2025-11-06 00:04:25
704490,20,114,35,0,13,"12:1:10,12:2:11,14:1:12,14:2:13,15:1:14",2025-11-06 00:04:13
516105,20,114,44,0,16,"15:1:13,17:1:15,18:1:16,18:2:17,18:3:17",2025-11-06 00:03:40
704005,20,114,54,0,19,"16:1:14,17:1:16,20:1:18,20:2:19,21:1:20",2025-11-05 23:54:47
704514,20,114,13,0,6,"4:1:3,7:1:5,7:2:5,8:1:6,8:2:6",2025-11-05 23:52:13
704495,20,114,34,0,12,"12:1:10,12:2:11,12:3:11,13:1:11,14:1:13",2025-11-05 23:46:27
704512,20,114,19,0,8,"6:1:4,9:1:7,10:1:8,10:2:8,10:3:8",2025-11-05 23:45:34
407520,20,114,37,0,13,"13:1:11,13:2:12,15:1:13,15:2:14,15:3:14",2025-11-05 23:45:17
304486,20,114,49,0,17,"16:1:14,17:1:16,18:1:16,18:2:17,19:1:18",2025-11-05 23:44:16
703943,20,114,44,0,16,"5:1:4,12:1:11,17:1:15,17:2:16,18:1:17",2025-11-05 23:42:59
703723,20,114,53,0,19,"17:1:16,20:1:19,20:2:19,21:1:19,21:2:20",2025-11-05 23:40:43
704487,20,114,29,0,11,"5:1:3,11:1:9,12:1:11,13:1:12,13:2:12",2025-11-05 23:40:08
704454,20,114,23,0,10,"8:1:6,9:1:8,11:1:9,11:2:10,12:1:10",2025-11-05 23:40:03
523855,20,114,19,0,8,"6:1:5,8:1:6,8:2:6,9:1:8,10:1:8",2025-11-05 23:39:24
704003,20,114,39,0,15,"12:1:11,13:1:11,13:2:11,16:1:15,17:1:15",2025-11-05 23:34:53
704485,20,114,28,0,11,"11:1:9,11:2:10,12:1:11,12:2:11,13:1:11",2025-11-05 23:29:06
704471,20,114,22,0,10,"10:1:8,10:2:8,10:3:9,11:1:9,12:1:10",2025-11-05 23:20:48
704352,20,114,59,0,21,"20:1:19,20:2:19,21:1:19,21:2:20,23:1:22",2025-11-05 23:18:34
703490,20,114,23,0,9,"7:1:5,7:2:5,10:1:8,11:1:9,11:2:10",2025-11-05 23:14:03
703098,20,114,35,0,13,"12:1:10,12:2:10,13:1:12,14:1:13,15:1:14",2025-11-05 23:12:24
704467,20,114,36,0,13,"10:1:8,11:1:9,11:2:9,12:1:10,15:1:14",2025-11-05 23:09:24
338692,20,114,73,0,25,"12:1:10,26:1:25,27:1:25,27:2:26,27:3:26",2025-11-05 23:08:49
704462,20,114,25,0,10,"11:1:9,11:2:10,12:1:10,12:2:10,12:3:11",2025-11-05 23:05:55
704397,20,114,41,0,15,"14:1:13,14:2:13,15:1:13,15:2:14,17:1:15",2025-11-05 23:05:20
704445,20,114,25,0,10,"9:1:8,11:1:9,11:2:10,12:1:10,12:2:10",2025-11-05 23:01:52
704449,20,114,44,0,16,"15:1:14,17:1:15,17:2:16,18:1:17,18:2:17",2025-11-05 22:57:11
495258,20,114,31,0,12,"12:1:10,13:1:12,13:2:12,14:1:12,14:2:13",2025-11-05 22:56:29
703944,20,114,32,0,12,"11:1:9,12:1:10,12:2:10,12:3:11,14:1:12",2025-11-05 22:41:55
604040,20,114,15,0,6,"5:1:3,5:2:4,8:1:6,8:2:6,8:3:6",2025-11-05 22:39:13
703712,20,114,63,0,23,"20:1:18,20:2:19,21:1:20,24:1:23,25:1:23",2025-11-05 22:34:43
704299,20,114,54,0,19,"17:1:15,17:2:16,19:1:17,20:1:18,21:1:20",2025-11-05 22:31:54
703206,20,114,22,0,9,"2:1:1,9:1:7,9:2:7,10:1:8,11:1:9",2025-11-05 22:31:50
704416,20,114,23,0,10,"9:1:7,9:2:8,10:1:8,11:1:9,12:1:10",2025-11-05 22:22:48
703254,20,114,45,0,17,"9:1:7,10:1:8,13:1:11,17:1:16,19:1:17",2025-11-05 22:21:57
690464,20,114,70,0,24,"21:1:20,23:1:21,24:1:22,25:1:23,26:1:25",2025-11-05 22:15:36
703540,20,114,51,0,18,"18:1:17,18:2:17,20:1:18,20:2:19,20:3:19",2025-11-05 22:15:08
703971,20,114,47,0,17,"14:1:13,15:1:14,17:1:16,19:1:17,19:2:18",2025-11-05 22:13:43
464535,20,114,14,0,5,"2:1:1,2:2:1,7:1:5,7:2:5,7:3:6",2025-11-05 22:11:38
703990,20,114,40,0,15,"13:1:12,15:1:14,15:2:14,17:1:15,17:2:16",2025-11-05 22:11:25
703948,20,114,26,0,10,"8:1:6,11:1:9,12:1:10,12:2:11,12:3:11",2025-11-05 22:07:28
703703,20,114,26,0,10,"11:1:9,11:2:10,12:1:10,12:2:11,12:3:11",2025-11-05 22:02:51
703674,20,114,33,0,12,"6:1:4,6:2:5,11:1:9,11:2:9,14:1:13",2025-11-05 22:01:43
703926,20,114,65,0,23,"17:1:16,21:1:20,21:2:20,25:1:23,25:2:24",2025-11-05 21:54:01
703972,20,114,26,0,10,"10:1:9,11:1:9,12:1:10,12:2:10,12:3:11",2025-11-05 21:48:03
704021,20,114,35,0,13,"12:1:10,12:2:10,12:3:11,12:4:11,15:1:14",2025-11-05 21:48:00
695635,20,114,35,0,13,"12:1:10,12:2:11,15:1:13,15:2:14,15:3:14",2025-11-05 21:47:59
703970,20,114,24,0,10,"10:1:9,11:1:9,11:2:9,12:1:10,12:2:10",2025-11-05 21:44:55
703886,20,114,11,0,6,"6:1:5,7:1:5,7:2:5,7:3:6,8:1:6",2025-11-05 21:42:23
704018,20,114,21,0,9,"9:1:7,9:2:7,9:3:8,10:1:8,11:1:9",2025-11-05 21:35:48
704446,20,114,18,0,8,"8:1:6,8:2:6,9:1:7,9:2:8,10:1:8",2025-11-05 21:17:51
704435,20,114,64,0,22,"14:1:13,14:2:13,17:1:16,24:1:23,24:2:23",2025-11-05 21:05:32
453498,20,114,24,0,9,"8:1:7,10:1:8,10:2:8,11:1:9,11:2:9",2025-11-05 20:57:17
703974,20,114,47,0,17,"4:1:3,12:1:11,15:1:14,19:1:17,19:2:18",2025-11-05 20:56:54
704373,20,114,24,0,10,"9:1:7,10:1:9,11:1:9,11:2:10,12:1:10",2025-11-05 20:56:01
703936,20,114,65,0,23,"21:1:20,24:1:22,24:2:23,24:3:23,25:1:24",2025-11-05 20:51:41
704006,20,114,11,0,6,"5:1:3,5:2:4,7:1:5,7:2:6,8:1:6",2025-11-05 20:50:21
704419,20,114,19,0,8,"5:1:4,7:1:5,8:1:6,8:2:6,10:1:8",2025-11-05 20:43:41
445108,20,114,54,0,19,"7:1:5,13:1:11,15:1:14,17:1:16,21:1:19",2025-11-05 20:42:22
670699,20,114,54,0,19,"15:1:14,20:1:19,20:2:19,21:1:19,21:2:20",2025-11-05 20:40:51
704422,20,114,33,0,13,"11:1:10,13:1:12,14:1:12,14:2:13,15:1:13",2025-11-05 20:29:20
703927,20,114,14,0,6,"7:1:5,7:2:5,7:3:5,8:1:6,8:2:7",2025-11-05 20:27:45
704408,20,114,46,0,17,"11:1:9,11:2:10,12:1:11,19:1:17,19:2:18",2025-11-05 20:26:49
694356,20,114,65,0,23,"11:1:9,12:1:10,12:2:10,12:3:11,25:1:24",2025-11-05 20:23:45
703887,20,114,61,0,22,"11:1:9,21:1:19,23:1:21,23:2:22,24:1:22",2025-11-05 20:17:39
704417,20,114,21,0,9,"9:1:7,9:2:8,10:1:8,11:1:9,11:2:9",2025-11-05 20:17:35
704404,20,114,50,0,18,"14:1:13,19:1:17,19:2:18,19:3:18,20:1:19",2025-11-05 20:16:47
703266,20,114,53,0,19,"20:1:18,20:2:19,21:1:19,21:2:20,21:3:20",2025-11-05 20:13:50
704399,20,114,31,0,12,"12:1:10,13:1:11,13:2:11,13:3:12,14:1:13",2025-11-05 19:58:19
695590,20,114,31,0,11,"6:1:4,11:1:9,11:2:9,11:3:10,13:1:12",2025-11-05 19:57:57
703959,20,114,43,0,16,"17:1:15,17:2:16,17:3:16,18:1:16,18:2:17",2025-11-05 19:52:37
703953,20,114,29,0,11,"11:1:10,12:1:11,13:1:11,13:2:12,13:3:12",2025-11-05 19:42:18
439574,20,114,28,0,10,"10:1:8,11:1:9,12:1:10,12:2:10,12:3:11",2025-11-05 19:35:09
703861,20,114,20,0,8,"6:1:4,9:1:7,10:1:8,10:2:8,10:3:9",2025-11-05 19:31:07
627537,20,114,47,0,17,"12:1:11,13:1:11,14:1:12,14:2:13,19:1:18",2025-11-05 19:27:53
704398,20,114,24,0,10,"11:1:9,11:2:9,11:3:10,12:1:10,12:2:10",2025-11-05 19:23:52
703914,20,114,20,0,8,"9:1:7,9:2:7,9:3:8,10:1:8,10:2:9",2025-11-05 19:09:59
704188,20,114,37,0,14,"11:1:10,12:1:10,12:2:11,13:1:11,16:1:14",2025-11-05 19:09:45
704365,20,114,65,0,23,"21:1:20,24:1:23,25:1:23,25:2:24,25:3:24",2025-11-05 19:07:50
704391,20,114,17,0,7,"8:1:6,9:1:7,9:2:7,9:3:7,9:4:8",2025-11-05 19:03:45
704395,20,114,17,0,7,"8:1:6,8:2:6,8:3:7,9:1:7,9:2:7",2025-11-05 19:01:09
704368,20,114,25,0,10,"11:1:9,11:2:10,12:1:10,12:2:10,12:3:11",2025-11-05 18:45:37
704343,20,114,23,0,9,"10:1:8,10:2:9,11:1:9,11:2:9,11:3:10",2025-11-05 18:42:26
703902,20,114,46,0,17,"16:1:15,17:1:15,18:1:17,19:1:17,19:2:18",2025-11-05 18:39:34
704381,20,114,20,0,8,"4:1:2,8:1:7,9:1:7,10:1:8,10:2:9",2025-11-05 18:33:42
704379,20,114,17,0,7,"2:1:2,6:1:4,7:1:5,7:2:5,9:1:7",2025-11-05 18:23:36
703754,20,114,54,0,19,"18:1:17,19:1:17,20:1:18,21:1:20,21:2:20",2025-11-05 18:19:17
704162,20,114,44,0,16,"11:1:9,17:1:16,17:2:16,18:1:16,18:2:17",2025-11-05 18:16:41
704026,20,114,70,0,24,"21:1:20,25:1:23,25:2:24,26:1:25,26:2:25",2025-11-05 18:14:37
512750,20,114,32,0,11,"11:1:9,12:1:10,12:2:10,12:3:11,13:1:12",2025-11-05 18:08:10
703931,20,114,49,0,18,"17:1:16,19:1:17,19:2:18,19:3:18,20:1:18",2025-11-05 18:07:52
635823,20,114,49,0,18,"12:1:10,14:1:12,14:2:13,15:1:13,20:1:18",2025-11-05 18:01:22
703583,20,114,18,0,8,"4:1:2,8:1:6,9:1:7,9:2:8,10:1:8",2025-11-05 17:50:04
488875,20,114,20,0,8,"8:1:6,8:2:7,9:1:7,10:1:8,10:2:8",2025-11-05 17:40:05
701385,20,114,50,0,18,"19:1:17,19:2:18,19:3:18,20:1:18,20:2:19",2025-11-05 17:35:14
701258,20,114,48,0,17,"14:1:13,16:1:15,17:1:16,19:1:17,19:2:18",2025-11-05 17:32:26
481179,20,114,28,0,10,"10:1:8,10:2:9,11:1:10,12:1:10,12:2:10",2025-11-05 17:21:29
704338,20,114,28,0,11,"11:1:9,12:1:10,12:2:10,12:3:11,13:1:11",2025-11-05 17:16:34
704341,20,114,17,0,7,"7:1:5,7:2:6,8:1:6,8:2:6,9:1:7",2025-11-05 17:10:55
704356,20,114,13,0,6,"5:1:3,5:2:4,6:1:4,7:1:6,8:1:6",2025-11-05 17:05:16
657267,20,114,65,0,22,"14:1:13,21:1:19,21:2:20,23:1:22,24:1:23",2025-11-05 17:00:47
701258,20,114,52,0,18,"15:1:14,19:1:17,19:2:18,20:1:18,20:2:19",2025-11-05 16:57:44
668469,20,114,48,0,17,"16:1:14,17:1:16,18:1:17,19:1:17,19:2:18",2025-11-05 16:46:53
704347,20,114,29,0,11,"10:1:8,12:1:10,12:2:11,13:1:12,13:2:12",2025-11-05 16:42:45
534347,20,114,34,0,12,"11:1:10,12:1:10,12:2:10,14:1:12,14:2:13",2025-11-05 16:40:50
703603,20,114,21,0,9,"4:1:2,5:1:3,5:2:3,7:1:5,11:1:9",2025-11-05 16:34:47
703796,20,114,52,0,19,"17:1:15,17:2:16,19:1:17,19:2:18,21:1:20",2025-11-05 16:34:39
524827,20,114,47,0,16,"12:1:11,14:1:12,14:2:13,15:1:13,18:1:17",2025-11-05 16:34:04
703941,20,114,51,0,19,"17:1:16,20:1:18,20:2:19,20:3:19,21:1:19",2025-11-05 16:27:33
704303,20,114,45,0,17,"12:1:11,12:2:11,18:1:16,18:2:17,19:1:17",2025-11-05 16:18:54
703947,20,114,32,0,11,"12:1:10,12:2:11,12:3:11,13:1:11,13:2:12",2025-11-05 16:12:39
704294,20,114,49,0,17,"16:1:15,16:2:15,17:1:15,17:2:16,19:1:18",2025-11-05 16:10:52
704320,20,114,48,0,17,"15:1:14,16:1:14,17:1:16,17:2:16,19:1:18",2025-11-05 16:00:32
703981,20,114,15,0,7,"7:1:6,8:1:6,8:2:6,8:3:7,9:1:7",2025-11-05 15:58:47
704314,20,114,31,0,12,"12:1:11,12:2:11,13:1:11,13:2:12,14:1:13",2025-11-05 15:56:06
692702,20,114,30,0,11,"11:1:10,12:1:10,12:2:10,12:3:11,13:1:12",2025-11-05 15:52:38
603459,20,114,33,0,12,"12:1:11,13:1:12,13:2:12,14:1:13,14:2:13",2025-11-05 15:47:09
704316,20,114,28,0,11,"11:1:9,11:2:10,12:1:10,12:2:11,13:1:12",2025-11-05 15:45:16
443828,20,114,62,0,22,"14:1:13,18:1:17,18:2:17,24:1:22,24:2:23",2025-11-05 15:39:33
704173,20,114,49,0,18,"17:1:16,18:1:17,19:1:17,19:2:18,20:1:18",2025-11-05 15:37:57
704308,20,114,22,0,9,"9:1:7,10:1:8,10:2:8,10:3:8,11:1:9",2025-11-05 15:26:59
400469,20,114,49,0,18,"17:1:16,19:1:18,19:2:18,20:1:18,20:2:19",2025-11-05 15:23:11
704167,20,114,26,0,10,"11:1:9,12:1:10,12:2:10,12:3:10,12:4:11",2025-11-05 15:20:45
704170,20,114,11,0,6,"5:1:3,6:1:4,6:2:5,7:1:5,8:1:6",2025-11-05 15:12:12
704009,20,114,40,0,15,"12:1:11,13:1:11,16:1:15,17:1:15,17:2:16",2025-11-05 15:01:38
703973,20,114,48,0,18,"18:1:17,19:1:17,19:2:18,19:3:18,20:1:18",2025-11-05 14:49:37
703908,20,114,32,0,12,"12:1:11,13:1:11,13:2:12,14:1:12,14:2:13",2025-11-05 14:47:09
704247,20,114,46,0,17,"14:1:12,14:2:13,17:1:16,17:2:16,19:1:18",2025-11-05 14:29:19
703649,20,114,35,0,13,"6:1:5,12:1:11,12:2:11,13:1:11,15:1:14",2025-11-05 14:24:19
704252,20,114,62,0,22,"21:1:19,21:2:20,23:1:22,23:2:22,24:1:22",2025-11-05 14:14:48
703897,20,114,53,0,19,"13:1:11,17:1:16,20:1:19,21:1:19,21:2:20",2025-11-05 14:14:34
703790,20,114,44,0,16,"14:1:13,15:1:13,15:2:14,17:1:16,18:1:16",2025-11-05 14:10:55
675455,20,114,79,0,28,"21:1:20,27:1:25,27:2:26,30:1:28,30:2:29",2025-11-05 14:10:23
703955,20,114,20,0,9,"9:1:8,10:1:8,10:2:8,10:3:9,11:1:9",2025-11-05 14:02:51
704246,20,114,9,0,4,"5:1:3,5:2:4,6:1:4,6:2:4,6:3:5",2025-11-05 14:01:38
704254,20,114,56,0,20,"15:1:14,21:1:19,21:2:20,21:3:20,22:1:21",2025-11-05 13:55:02
395418,20,114,68,0,24,"21:1:20,25:1:24,26:1:24,26:2:25,26:3:25",2025-11-05 13:42:32
703749,20,114,31,0,12,"11:1:9,12:1:10,12:2:11,12:3:11,14:1:13",2025-11-05 13:42:27
703934,20,114,29,0,11,"12:1:11,12:2:11,13:1:11,13:2:12,13:3:12",2025-11-05 13:39:55
670874,20,114,68,0,24,"18:1:17,20:1:18,21:1:20,25:1:24,26:1:24",2025-11-05 13:37:47
703744,20,114,18,0,7,"6:1:4,8:1:6,8:2:6,8:3:7,9:1:7",2025-11-05 13:33:37
703987,20,114,23,0,9,"8:1:6,8:2:7,9:1:7,9:2:7,11:1:9",2025-11-05 13:30:06
704257,20,114,24,0,10,"9:1:8,10:1:8,12:1:10,12:2:10,12:3:10",2025-11-05 13:25:47
